id,zip,stratum2,region,stratum2014,region2014,r_stratum2014,psu,ssu,wsel0,wsel,wr_19_4,wr_19_5,wave,qtype,year,year_m,sd,sh,sm,gender,birth_year,birth_place,birth_place_code,before15_place,before15_place_code,religion,edu,marriage,taiwanese_or_chinese,taiwan_indep,political_party,social_class,pre_ele_101,pre_ele_97,month_income,mothe_house_income
236211,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,1.0151922,.99765989,"0605","卷一",2014,103,25 Aug 14,20,31,"男性",54,"新北市","台北縣(新北市)","新北市","新北市三重區","佛教,未皈依","二專","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","有,但拒答或忘記投給誰","有","拒答","拒答"
236213,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,.89367971,.87808583,"0605","卷一",2014,103,06 Aug 14,21,13,"男性",39,"臺北市","台北市大同區","臺北市","台北市大同區","沒有宗教信仰","高中普通科","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,以後走向統一","都沒有___都支持","04","有,投給馬英九","有","1萬元以下","8-9萬元以下"
236216,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,.92033957,.90877838,"0605","卷一",2014,103,24 Aug 14,21,4,"男性",66,"新北市","新北市中和區","新北市","新北市中和區","佛教,未皈依","二專","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","07","有,投給馬英九","有","6-7萬元以下","7-8萬元以下"
236224,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,.92033957,.90877838,"0605","卷一",2014,103,23 Aug 14,20,38,"男性",72,"新北市","新北市土城區","新北市","新北市土城區","佛教,有皈依","大學","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","泛綠","06","有,投給蔡英文","有","4-5萬元以下","17-18萬元以下"
236225,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,1.0389583,1.0547517,"0605","卷一",2014,103,01 Oct 14,17,59,"女性",62,"新北市","新北市中和區","新北市","新北市中和區","沒有宗教信仰","碩士","已婚且與配偶同住","兩者都是:是中國人也是台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給蔡英文","有","拒答","拒答"
236226,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,1.0185615,1.0022061,"0605","卷一",2014,103,14 Sep 14,18,44,"男性",65,"新北市","新北市中和區","新北市","新北市中和區","沒有宗教信仰","高職","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","都沒有___都支持","03","有,投給蔡英文","沒有","3-4萬元以下","不知道"
236234,"新北市土城區","工商市區","北北基",3,"北北基宜",13,5,2,.78019497,.75368284,1.0424065,1.0595581,"0605","卷一",2014,103,16 Aug 14,10,8,"女性",63,"高雄市","高雄市","高雄市","高雄市","沒有宗教信仰","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給蔡英文","有","2-3萬元以下","7-8萬元以下"
238103,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.1916303,1.1669055,"0605","卷一",2014,103,07 Sep 14,15,9,"男性",62,"新北市","新北市樹林區","新北市","新北市樹林區","沒有宗教信仰","高職","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","04","有,投給馬英九","有","6-7萬元以下","6-7萬元以下"
238107,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.2119447,1.2055906,"0605","卷一",2014,103,08 Sep 14,16,18,"女性",44,"苗栗縣","苗栗縣竹南鎮","苗栗縣","苗栗縣竹南鎮","佛教,有皈依","國(初)中","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","無法選擇","有,投給馬英九","忘記有沒有領公投票","拒答","不知道"
238110,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.0802925,1.0629459,"0605","卷一",2014,103,28 Sep 14,17,13,"男性",71,"新北市","新北市樹林區","新北市","新北市樹林區","佛教,未皈依","高職","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","有,投給蔡英文","有","3-4萬元以下","3-4萬元以下"
238111,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.1842215,1.1403342,"0605","卷一",2014,103,07 Sep 14,17,9,"男性",46,"南投縣","南投縣鹿谷鄉","新北市","新北市板橋區","道教","國(初)中","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","泛綠","04","有,投給蔡英文","有","2-3萬元以下","不知道"
238113,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.9703135,.95424672,"0605","卷一",2014,103,07 Aug 14,20,30,"男性",73,"臺東縣","台東縣","新北市","新北市樹林區","天主教","高中普通科","離婚(跳答b8)","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","親民黨(跳答h7)","07","有,投給蔡英文","有","2-3萬元以下","5-6萬元以下"
238114,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.97611772,.96385586,"0605","卷一",2014,103,13 Aug 14,19,1,"男性",72,"新北市","新北市樹林區","新北市","新北市樹林區","道教","技術學院,科大","單身且從沒結過婚(跳答b8)","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","02","沒有去投票","沒有去投票","1-2萬元以下","4-5萬元以下"
238115,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.0802925,1.0629459,"0605","卷一",2014,103,13 Aug 14,19,45,"男性",65,"新北市","新北市樹林區","新北市","新北市樹林區","佛教,未皈依","高職","已婚且與配偶同住","台灣人","永遠維持現狀","民進黨(跳答h7)","06","有,投給蔡英文","有","2-3萬元以下","3-4萬元以下"
238116,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.97003152,.98459762,"0605","卷一",2014,103,05 Aug 14,19,45,"女性",40,"雲林縣","雲林縣水林鄉","雲林縣","雲林縣水林鄉","民間信仰","高職","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","01最底層","有,投給馬英九","忘記有沒有領公投票","3-4萬元以下","7-8萬元以下"
238117,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.89726914,.91480666,"0605","卷一",2014,103,08 Sep 14,14,4,"女性",74,"新北市","新北市樹林區","新北市","新北市樹林區","沒有宗教信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","07","有,投給蔡英文","有","8-9萬元以下","11-12萬元以下"
238121,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,1.0415674,1.0489965,"0605","卷一",2014,103,07 Sep 14,20,1,"女性",44,"桃園縣","桃園縣大園鄉","桃園縣","桃園縣大園鄉","民間信仰","高中普通科","已婚且與配偶同住","台灣人","儘快獨立","都沒有___都支持","02","沒有去投票","有","1-2萬元以下","不知道"
238131,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.87674418,.86528984,"0605","卷一",2014,103,28 Sep 14,19,23,"男性",80,"嘉義市","嘉義市","新北市","新北市樹林區","民間信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","都沒有___都支持","03","有,投給蔡英文","當時未滿20歲","4-5萬元以下","4-5萬元以下"
238133,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,1,.82747951,.79936059,.99896906,1.0190132,"0605","卷一",2014,103,13 Aug 14,20,56,"女性",72,"屏東縣","屏東縣東港鎮","新北市","新北市土城區","一貫道","大學","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","泛綠","03","有,投給蔡英文","有","2-3萬元以下","3-4萬元以下"
238201,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.1916303,1.1669055,"0605","卷一",2014,103,06 Nov 14,21,5,"男性",62,"新北市","新北市樹林區","新北市","新北市樹林區","沒有宗教信仰","高中普通科","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","泛綠","03","拒答有沒有去投票","有","2-3萬元以下","15-16萬元以下"
238204,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.89726914,.91480666,"0605","卷一",2014,103,12 Sep 14,20,5,"女性",75,"新北市","新北市新莊區","新北市","新北市樹林區","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","07","沒有去投票","忘記有沒有領公投票","2-3萬元以下","10-11萬元以下"
238206,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.87674418,.86528984,"0605","卷一",2014,103,08 Sep 14,18,27,"男性",74,"新北市","新北市樹林區","新北市","新北市樹林區","沒有宗教信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","有,投給蔡英文","有","3-4萬元以下","6-7萬元以下"
238207,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.0177416,.99221621,"0605","卷一",2014,103,10 Sep 14,20,40,"男性",49,"彰化縣","彰化縣大城鄉","彰化縣","彰化縣大城鄉","民間信仰","高中普通科","已婚且與配偶同住","兩者都是:是中國人也是台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","07","有,投給蔡英文","沒有","4-5萬元以下","4-5萬元以下"
238209,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.87674418,.86528984,"0605","卷一",2014,103,09 Aug 14,20,23,"男性",78,"嘉義縣","嘉義縣鹿草鄉","新北市","新北市樹林區","沒有宗教信仰","技術學院,科大","單身且從沒結過婚(跳答b8)","都不是,請說明","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","沒有去投票","當時未滿20歲","3-4萬元以下","不知道"
238212,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.0415674,1.0489965,"0605","卷一",2014,103,27 Aug 14,20,15,"女性",43,"其他","廣東省","其他","廣東省","沒有宗教信仰","高中普通科","已婚且與配偶同住","兩者都是:是中國人也是台灣人","永遠維持現狀","國民黨(跳答h7)","05","有,投給馬英九","有","2-3萬元以下","3-4萬元以下"
238214,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.89726914,.91480666,"0605","卷一",2014,103,16 Aug 14,17,47,"女性",77,"臺南市","台南市新營區","新北市","新北市板橋區","佛教,未皈依","大學","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","泛藍","04","有,投給馬英九","當時未滿20歲","4-5萬元以下","11-12萬元以下"
238215,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.1019254,1.118676,"0605","卷一",2014,103,24 Sep 14,20,7,"女性",56,"苗栗縣","苗栗縣三義鄉","苗栗縣","苗栗縣三義鄉","沒有宗教信仰","大學","已婚且與配偶同住","兩者都是:是中國人也是台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給馬英九","忘記有沒有領公投票","8-9萬元以下","20-30萬元以下"
238219,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.89726914,.91480666,"0605","卷一",2014,103,22 Sep 14,11,23,"女性",76,"新北市","新北市板橋區","宜蘭縣","宜蘭縣壯圍鄉","沒有宗教信仰","二專","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","有,投給馬英九","有","不知道","3-4萬元以下"
238224,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.076719,1.0581241,"0605","卷一",2014,103,16 Aug 14,19,23,"男性",56,"雲林縣","雲林縣水林鄉","雲林縣","雲林縣水林鄉","沒有宗教信仰","軍警校專科班","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","05","沒有去投票","有","3-4萬元以下","7-8萬元以下"
238226,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.0415674,1.0489965,"0605","卷一",2014,103,16 Aug 14,20,25,"女性",52,"雲林縣","雲林縣東勢鄉","雲林縣","雲林縣東勢鄉","民間信仰","高職","配偶去世","台灣人","維持現狀,以後走向獨立","都沒有___都支持","02","沒有去投票","沒有去投票","2-3萬元以下","5-6萬元以下"
238227,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.94784212,.93130315,"0605","卷一",2014,103,22 Sep 14,16,6,"男性",40,"基隆市","基隆市中正區","基隆市","基隆市中正區","佛教,未皈依","高中普通科","已婚且與配偶同住","台灣人","永遠維持現狀","國民黨(跳答h7)","06","有,投給馬英九","有","14-15萬元以下","20-30萬元以下"
238228,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,.87674418,.86528984,"0605","卷一",2014,103,20 Sep 14,19,4,"男性",84,"新北市","新北市樹林區","新北市","新北市樹林區","佛教,未皈依","技術學院,科大","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","國民黨(跳答h7)","05","當時未滿20歲(跳答h10)","當時未滿20歲","1-2萬元以下","不知道"
238231,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.1916303,1.1669055,"0605","卷一",2014,103,10 Sep 14,19,28,"男性",58,"南投縣","南投縣名間鄉","臺中市","台中市東區","民間信仰","高職","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,以後走向獨立","都沒有___都支持","05","有,投給馬英九","有","4-5萬元以下","7-8萬元以下"
238233,"新北市樹林區","新興市鎮","北北基",3,"北北基宜",13,6,2,.82747951,.79936059,1.0415674,1.0489965,"0605","卷一",2014,103,07 Sep 14,13,4,"女性",48,"新北市","新北市樹林區","新北市","新北市樹林區","佛教,未皈依","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","無法選擇","有,投給蔡英文","有","3-4萬元以下","8-9萬元以下"
241103,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.4837959,1.4882814,"0605","卷一",2014,103,06 Oct 14,19,13,"女性",61,"新北市","新北市三重區","新北市","新北市三重區","佛教,未皈依","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","國民黨(跳答h7)","04","有,投給馬英九","有","1-2萬元以下","4-5萬元以下"
241104,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.0996586,1.4037552,"0605","卷一",2014,103,06 Oct 14,19,6,"男性",32,"彰化縣","彰化縣大城鄉","彰化縣","彰化縣大城鄉","民間信仰","小學","已婚且與配偶同住","台灣人","永遠維持現狀","都沒有___都支持","05","有,投給蔡英文","有","1-2萬元以下","不知道"
241106,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,.8482878,.96907597,"0605","卷一",2014,103,05 Oct 14,14,56,"女性",36,"雲林縣","雲林縣西螺鎮","雲林縣","雲林縣西螺鎮","民間信仰","小學","配偶去世","台灣人","永遠維持現狀","都沒有___都支持","無法選擇","拒答有沒有去投票","拒答有沒有領公投票","1萬元以下","不知道"
241108,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.1876404,1.1627698,"0605","卷一",2014,103,12 Aug 14,15,16,"男性",71,"新北市","新北市三重區","新北市","新北市三重區","佛教,有皈依","大學","離婚(跳答b8)","台灣人","維持現狀,以後走向統一","泛藍","06","有,投給馬英九","有","6-7萬元以下","11-12萬元以下"
241111,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.1805785,1.1511776,"0605","卷一",2014,103,18 Oct 14,12,57,"男性",78,"新北市","新北市三重區","新北市","新北市三重區","沒有宗教信仰","高職","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","民進黨(跳答h7)","04","有,投給蔡英文","當時未滿20歲","2-3萬元以下","不知道"
241113,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.2154436,1.2293102,"0605","卷一",2014,103,06 Aug 14,20,42,"女性",65,"臺北市","台北市中正區","新北市","新北市中和區","沒有宗教信仰","二專","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","05","沒有去投票","有","2-3萬元以下","9-10萬元以下"
241114,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.2672729,1.2654812,"0605","卷一",2014,103,06 Aug 14,10,6,"女性",46,"雲林縣","雲林縣四湖鄉","雲林縣","雲林縣四湖鄉","道教","高職","配偶去世","台灣人","維持現狀,以後走向獨立","都沒有___都支持","02","有,但拒答或忘記投給誰","有","1萬元以下","6-7萬元以下"
241116,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.1805785,1.1511776,"0605","卷一",2014,103,12 Aug 14,20,22,"男性",84,"嘉義市","嘉義市","新北市","新北市三重區","沒有宗教信仰","高職","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","無黨籍(跳答h7)","05","當時未滿20歲(跳答h10)","當時未滿20歲","2-3萬元以下","不知道"
241117,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,.91084553,1.0324596,"0605","卷一",2014,103,15 Oct 14,19,48,"女性",45,"桃園縣","桃園縣八德市","桃園縣","桃園縣八德市","民間信仰","小學","配偶去世","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","無法選擇","沒有去投票","沒有去投票","2-3萬元以下","不知道"
241118,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.4498542,1.4077235,"0605","卷一",2014,103,27 Aug 14,15,19,"男性",57,"雲林縣","雲林縣東勢鄉","雲林縣","雲林縣東勢鄉","民間信仰","高職","已婚且與配偶同住","兩者都是:是台灣人也是中國人","儘快統一","都沒有___都支持","01最底層","有,投給馬英九","有","1-2萬元以下","不知道"
241119,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,.89001001,.97657446,"0605","卷一",2014,103,05 Oct 14,17,20,"男性",45,"彰化縣","彰化縣竹塘鄉","彰化縣","彰化縣竹塘鄉","民間信仰","小學","配偶去世","台灣人","無法選擇","民進黨(跳答h7)","無法選擇","有,投給蔡英文","有","1-2萬元以下","不知道"
241129,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.0420749,1.1485099,"0605","卷一",2014,103,17 Aug 14,10,54,"男性",55,"新北市","新北市三重區","新北市","新北市三重區","佛教,未皈依","小學","單身且從沒結過婚(跳答b8)","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","沒有去投票","沒有去投票","2-3萬元以下","2-3萬元以下"
241130,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.4745706,1.4543921,"0605","卷一",2014,103,15 Aug 14,20,29,"女性",49,"新北市","新北市三重區","新北市","新北市三重區","道教","國(初)中","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","都沒有___都支持","05","有,投給蔡英文","沒有","無收入","1萬元以下"
241131,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.0664703,1.2142341,"0605","卷一",2014,103,06 Aug 14,15,30,"女性",54,"臺東縣","台東縣卑南鄉","臺東縣","台東縣卑南鄉","佛教,未皈依","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","民進黨(跳答h7)","03","有,投給蔡英文","有","無收入","1萬元以下"
241133,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.3732957,1.3651056,"0605","卷一",2014,103,16 Aug 14,20,57,"女性",35,"雲林縣","雲林縣古坑鄉","雲林縣","雲林縣古坑鄉","沒有宗教信仰","國(初)中","配偶去世","台灣人","無法選擇","都沒有___都支持","無法選擇","有,投給馬英九","忘記有沒有領公投票","1萬元以下","不知道"
241135,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,1,.88816944,.85798818,1.4498542,1.4077235,"0605","卷一",2014,103,24 Aug 14,17,52,"男性",53,"新北市","新北市三重區","新北市","新北市三重區","佛教,未皈依","高職","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","泛綠","03","沒有去投票","有","4-5萬元以下","4-5萬元以下"
241205,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.1876404,1.1627698,"0605","卷一",2014,103,23 Aug 14,20,47,"男性",72,"新北市","新北市三重區","新北市","新北市三重區","沒有宗教信仰","大學","已婚且與配偶同住","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","04","有,投給馬英九","有","4-5萬元以下","9-10萬元以下"
241210,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.3100418,1.2764925,"0605","卷一",2014,103,16 Oct 14,19,5,"男性",54,"苗栗縣","苗栗縣苑裡鎮","臺北市","台北市中山區","民間信仰","五專","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","泛藍","05","有,投給馬英九","有","6-7萬元以下","12-13萬元以下"
241215,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.1876404,1.1627698,"0605","卷一",2014,103,09 Sep 14,10,6,"男性",70,"新北市","新北市三重區","新北市","新北市三重區","沒有宗教信仰","碩士","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","都沒有___都支持","08","沒有去投票","有","7-8萬元以下","12-13萬元以下"
241218,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.0917055,1.1035982,"0605","卷一",2014,103,28 Aug 14,10,14,"女性",78,"臺北市","台北市","新北市","新北市三重區","佛教,未皈依","碩士","單身且從沒結過婚(跳答b8)","兩者都是:是台灣人也是中國人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","06","有,投給蔡英文","當時未滿20歲","3-4萬元以下","3-4萬元以下"
241219,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.3732957,1.3651056,"0605","卷一",2014,103,16 Oct 14,20,36,"女性",40,"新北市","新北市三重區","新北市","新北市三重區","佛教,未皈依","國(初)中","已婚且與配偶同住","台灣人","不知道","拒答","05","拒答有沒有去投票","忘記有沒有領公投票","1萬元以下","1-2萬元以下"
241221,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.3100418,1.2764925,"0605","卷一",2014,103,06 Oct 14,20,4,"男性",61,"新北市","新北市三重區","新北市","新北市三重區","沒有宗教信仰","碩士","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","國民黨(跳答h7)","05","有,投給馬英九","有","7-8萬元以下","11-12萬元以下"
241223,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.0420749,1.1485099,"0605","卷一",2014,103,05 Oct 14,11,37,"男性",54,"臺東縣","台東縣卑南鄉","臺東縣","台東縣卑南鄉","道教","小學","已婚且與配偶同住","兩者都是:是中國人也是台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","02","有,投給馬英九","沒有","4-5萬元以下","7-8萬元以下"
241224,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.0917055,1.1035982,"0605","卷一",2014,103,09 Aug 14,19,53,"女性",78,"宜蘭縣","宜蘭縣蘇澳鎮","臺北市","台北市內湖區","道教","技術學院,科大","已婚且與配偶同住","台灣人","儘快獨立","民進黨(跳答h7)","05","有,投給蔡英文","當時未滿20歲","2-3萬元以下","不知道"
241226,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.0917055,1.1035982,"0605","卷一",2014,103,09 Aug 14,20,59,"女性",82,"不知道","不知道","新北市","新北市三重區","沒有宗教信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","永遠維持現狀","都沒有___都支持","01最底層","當時未滿20歲(跳答h10)","當時未滿20歲","1-2萬元以下","不知道"
241229,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.0667329,1.0438624,"0605","卷一",2014,103,09 Sep 14,20,9,"男性",75,"臺北市","台北市中正區","臺北市","台北市中正區","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","泛綠","06","有,投給蔡英文","有","8-9萬元以下","不知道"
241231,"新北市三重區","都會核心","北北基",2,"北北基宜",12,8,2,.88816944,.85798818,1.2154436,1.2293102,"0605","卷一",2014,103,17 Sep 14,20,16,"女性",70,"新北市","台北縣(新北市)","臺北市","台北市大安區","沒有宗教信仰","二專","單身且從沒結過婚(跳答b8)","台灣人","儘快獨立","民進黨(跳答h7)","06","沒有去投票","沒有","2-3萬元以下","2-3萬元以下"
242104,"新北市新莊區","都會核心","北北基",2,"北北基宜",12,9,1,.99919062,.96523671,1.2281687,1.241548,"0605","卷一",2014,103,08 Sep 14,19,57,"女性",81,"新北市","新北市新莊區","新北市","新北市新莊區","民間信仰","大學","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","民進黨(跳答h7)","07","當時未滿20歲(跳答h10)","當時未滿20歲","1萬元以下","不知道"
242106,"新北市新莊區","都會核心","北北基",2,"北北基宜",12,9,1,.99919062,.96523671,1.3360955,1.3081161,"0605","卷一",2014,103,19 Aug 14,10,19,"男性",69,"基隆市","基隆市中正區","基隆市","基隆市中正區","沒有宗教信仰","碩士","已婚且與配偶同住","台灣人","維持現狀,看情形再決定獨立或統一","泛藍","07","有,投給馬英九","有","11-12萬元以下","20-30萬元以下"
242107,"新北市新莊區","都會核心","北北基",2,"北北基宜",12,9,1,.99919062,.96523671,1.5454068,1.4884035,"0605","卷一",2014,103,28 Aug 14,19,45,"男性",75,"新北市","新北市新莊區","新北市","新北市新莊區","沒有宗教信仰","國(初)中","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,以後走向獨立","都沒有___都支持","04","沒有去投票","沒有去投票","無收入","不知道"
242108,"新北市新莊區","都會核心","北北基",2,"北北基宜",12,9,1,.99919062,.96523671,.93249369,1.0311994,"0605","卷一",2014,103,10 Aug 14,10,42,"男性",37,"新北市","新北市新莊區","臺北市","台北市大同區","民間信仰","小學","已婚且與配偶同住","兩者都是:是台灣人也是中國人","永遠維持現狀","都沒有___都支持","無法選擇","有,投給蔡英文","有","3-4萬元以下","5-6萬元以下"
242109,"新北市新莊區","都會核心","北北基",2,"北北基宜",12,9,1,.99919062,.96523671,1.3673741,1.3829739,"0605","卷一",2014,103,05 Aug 14,20,15,"女性",67,"新北市","新北市新莊區","新北市","新北市新莊區","沒有宗教信仰","二專","單身且從沒結過婚(跳答b8)","台灣人","維持現狀,看情形再決定獨立或統一","都沒有___都支持","05","有,投給蔡英文","有","5-6萬元以下","7-8萬元以下"
