id,zip,stratum2,psu,ssu,wsel,wr,wave,qtype,year,year_m,sd,shour,smin,gender,birth_year,religion,before15_place_code,before15_place,marriage,edu,pre_ele_97,pre_ele_101,political_party,taiwanese_or_chinese,taiwan_indep,month_income,month_spouse_income,mothe_house_income
2470320,"新北市蘆洲區","都會核心",12,2,.78120342,.83829846,"0603","卷二",2012,101,04aug2012,"20","11","男",56,"民間信仰","高雄市楠梓區","高雄市(跳答a7m)","已婚有偶(續答a11)","大學(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","都是","永遠維持現狀","4-5萬元以下","4-5萬元以下","9-10萬元以下"
2470322,"新北市蘆洲區","都會核心",12,2,.78120342,.91628902,"0603","卷二",2012,101,20jul2012,"20","07","男",80,"沒有宗教信仰","新北市三重區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","沒有去投票(跳答f8)","拒答","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","10-11萬元以下"
2470325,"新北市蘆洲區","都會核心",12,2,.78120342,1.0176605,"0603","卷二",2012,101,05sep2012,"20","10","女",75,"佛教","台北市北投區","台北市(續答a7a)","單身且從沒結過婚(跳答a15)","碩士(續答b2)","沒有去投票","沒有去投票(跳答f8)","國民黨","台灣人","維持現狀,以後走向統一","1-2萬元以下","跳答,不適用","6-7萬元以下"
2470332,"新北市蘆洲區","都會核心",12,2,.78120342,.92210769,"0603","卷二",2012,101,20jul2012,"14","57","女",69,"佛教","新北市三重區","新北市(跳答a7b)","已婚有偶(續答a11)","二專(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","都是","永遠維持現狀","3-4萬元以下","5-6萬元以下","8-9萬元以下"
2470333,"新北市蘆洲區","都會核心",12,2,.78120342,1.0176605,"0603","卷二",2012,101,16sep2012,"11","12","女",78,"沒有宗教信仰","台北市士林區","台北市(續答a7a)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","馬英九(跳答f8)","國民黨","台灣人","維持現狀,以後走向獨立","2-3萬元以下","跳答,不適用","10-11萬元以下"
2470336,"新北市蘆洲區","都會核心",12,2,.78120342,1.2972551,"0603","卷二",2012,101,30jul2012,"20","10","女",78,"道教","新北市蘆洲區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","高職(續答b2)","沒有投票權","馬英九(跳答f8)","國民黨","台灣人","維持現狀,以後走向獨立","2-3萬元以下","跳答,不適用","3-4萬元以下"
2470340,"新北市蘆洲區","都會核心",12,2,.78120342,.83025445,"0603","卷二",2012,101,06aug2012,"09","05","男",70,"佛教","屏東縣萬丹鄉","屏東縣(跳答a7n)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","馬英九","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","3-4萬元以下","跳答,不適用","11-12萬元以下"
2510101,"新北市淡水區","工商市區",11,1,.84622979,.9379083,"0603","卷二",2012,101,03aug2012,"18","07","女",44,"道教","新北市石門區","新北市(跳答a7b)","已婚有偶(續答a11)","小學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","沒有工作","沒有工作","5-6萬元以下"
2510110,"新北市淡水區","工商市區",11,1,.84622979,1.0379243,"0603","卷二",2012,101,05aug2012,"16","37","男",63,"沒有宗教信仰","台北市北投區","台北市(續答a7a)","單身且從沒結過婚(跳答a15)","士官學校(續答b2)","馬英九","馬英九(跳答f8)","國民黨","中國人","維持現狀,以後走向統一","3-4萬元以下","跳答,不適用","7-8萬元以下"
2510111,"新北市淡水區","工商市區",11,1,.84622979,1.1639212,"0603","卷二",2012,101,06aug2012,"17","52","女",58,"一貫道","台中市后里區","台中市(跳答a7g)","已婚有偶(續答a11)","高職(續答b2)","馬英九","不知道/忘記了(跳答f8)","都差不多","都是","永遠維持現狀","1-2萬元以下","4-5萬元以下","6-7萬元以下"
2510112,"新北市淡水區","工商市區",11,1,.84622979,1.0022533,"0603","卷二",2012,101,05aug2012,"14","05","女",50,"一貫道","苗栗縣竹南鎮","苗栗縣(跳答a7f)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","拒答","拒答(跳答f8)","都差不多","都是","不知道","沒有工作","跳答,不適用","沒有收入"
2510113,"新北市淡水區","工商市區",11,1,.84622979,1.0479804,"0603","卷二",2012,101,30aug2012,"10","22","男",60,"道教","福建省","大陸(跳答a7v)","已婚有偶(續答a11)","高中普通科(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","維持現狀,以後走向統一","20-30萬元以下","2-3萬元以下","20-30萬元以下"
2510114,"新北市淡水區","工商市區",11,1,.84622979,1.0676535,"0603","卷二",2012,101,05aug2012,"15","05","女",59,"基督教","花蓮縣萬榮鄉","花蓮縣(跳答a7p)","配偶去世(跳答a12)","國(初)中(續答b2)","拒答","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","1萬元以下","跳答,不適用","2-3萬元以下"
2510115,"新北市淡水區","工商市區",11,1,.84622979,.99801005,"0603","卷二",2012,101,24aug2012,"18","20","女",74,"沒有宗教信仰","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都不是","永遠維持現狀","2-3萬元以下","跳答,不適用","11-12萬元以下"
2510116,"新北市淡水區","工商市區",11,1,.84622979,.81422273,"0603","卷二",2012,101,15aug2012,"19","06","男",70,"佛教","台東縣台東市","台東縣(跳答a7q)","單身且從沒結過婚(跳答a15)","碩士(續答b2)","沒有去投票","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","5-6萬元以下","跳答,不適用","5-6萬元以下"
2510117,"新北市淡水區","工商市區",11,1,.84622979,.90430233,"0603","卷二",2012,101,07aug2012,"19","13","女",62,"民間信仰","台北市北投區","台北市(續答a7a)","已婚有偶(續答a11)","五專(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","3-4萬元以下","11-12萬元以下","19-20萬元以下"
2510118,"新北市淡水區","工商市區",11,1,.84622979,.91306375,"0603","卷二",2012,101,08aug2012,"19","11","女",53,"沒有宗教信仰","新北市新店區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","二專(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","2-3萬元以下","跳答,不適用","2-3萬元以下"
2510119,"新北市淡水區","工商市區",11,1,.84622979,.82211141,"0603","卷二",2012,101,09aug2012,"20","31","男",52,"佛教","台北市大同區","台北市(續答a7a)","已婚有偶(續答a11)","大學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","維持現狀,以後走向統一","6-7萬元以下","3-4萬元以下","10-11萬元以下"
2510120,"新北市淡水區","工商市區",11,1,.84622979,.82211141,"0603","卷二",2012,101,13aug2012,"14","56","男",56,"民間信仰","台南市北區","台南市(跳答a7l)","已婚有偶(續答a11)","碩士(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","維持現狀,以後走向統一","20-30萬元以下","10-11萬元以下","30-40萬元以下"
2510121,"新北市淡水區","工商市區",11,1,.84622979,.82211141,"0603","卷二",2012,101,28aug2012,"14","03","男",53,"一貫道","彰化縣花壇鄉","彰化縣(跳答a7h)","單身且從沒結過婚(跳答a15)","五專(續答b2)","拒答","拒答(跳答f8)","都差不多","都是","維持現狀,以後走向統一","沒有工作","跳答,不適用","沒有收入"
2510122,"新北市淡水區","工商市區",11,1,.84622979,.90241656,"0603","卷二",2012,101,26aug2012,"16","28","男",45,"佛教","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","國(初)中(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","4-5萬元以下","不知道","6-7萬元以下"
2510123,"新北市淡水區","工商市區",11,1,.84622979,.37612239,"0603","卷二",2012,101,26aug2012,"15","10","女",27,"一貫道","新北市淡水區","新北市(跳答a7b)","配偶去世(跳答a12)","無/不識字(跳答b7)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","不知道","沒有工作","跳答,不適用","2-3萬元以下"
2510124,"新北市淡水區","工商市區",11,1,.84622979,1.1639212,"0603","卷二",2012,101,15aug2012,"20","13","女",52,"道教","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","沒有工作","不知道","不知道"
2510125,"新北市淡水區","工商市區",11,1,.84622979,.89859601,"0603","卷二",2012,101,14aug2012,"18","10","男",74,"道教","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","二專(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","維持現狀,以後走向統一","3-4萬元以下","跳答,不適用","8-9萬元以下"
2510126,"新北市淡水區","工商市區",11,1,.84622979,.37572013,"0603","卷二",2012,101,23aug2012,"15","43","女",45,"民間信仰","新北市淡水區","新北市(跳答a7b)","配偶去世(跳答a12)","無/不識字(跳答b7)","拒答","拒答(跳答f8)","都差不多","台灣人","不知道","1萬元以下","跳答,不適用","3-4萬元以下"
2510128,"新北市淡水區","工商市區",11,1,.84622979,.37612239,"0603","卷二",2012,101,14aug2012,"19","16","女",40,"民間信仰","雲林縣麥寮鄉","雲林縣(跳答a7j)","已婚有偶(續答a11)","無/不識字(跳答b7)","拒答","拒答(跳答f8)","都差不多","不知道","不知道","沒有工作","沒有工作","拒答"
2510130,"新北市淡水區","工商市區",11,1,.84622979,.98483857,"0603","卷二",2012,101,23aug2012,"13","57","男",38,"佛教","台北市大同區","台北市(續答a7a)","離婚(跳答a12)","高中普通科(續答b2)","拒答","拒答(跳答f8)","拒答","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","3-4萬元以下"
2510132,"新北市淡水區","工商市區",11,1,.84622979,1.1454786,"0603","卷二",2012,101,22aug2012,"20","58","男",72,"佛教","台北市北投區","台北市(續答a7a)","單身且從沒結過婚(跳答a15)","高職(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","5-6萬元以下"
2510137,"新北市淡水區","工商市區",11,1,.84622979,.89859601,"0603","卷二",2012,101,27aug2012,"18","19","男",79,"民間信仰","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","沒有投票權","馬英九(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","1-2萬元以下","跳答,不適用","12-13萬元以下"
2510139,"新北市淡水區","工商市區",11,1,.84622979,.9837853,"0603","卷二",2012,101,24aug2012,"13","57","男",48,"佛教","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","5-6萬元以下","4-5萬元以下","9-10萬元以下"
2510140,"新北市淡水區","工商市區",11,1,.84622979,1.1639212,"0603","卷二",2012,101,12aug2012,"11","00","女",56,"道教","台北市中山區","台北市(續答a7a)","配偶去世(跳答a12)","高職(續答b2)","馬英九","蔡英文(續答f7)","國民黨","台灣人","維持現狀,以後走向獨立","3-4萬元以下","跳答,不適用","5-6萬元以下"
2510141,"新北市淡水區","工商市區",11,1,.84622979,.9379083,"0603","卷二",2012,101,11aug2012,"11","03","女",42,"佛教","屏東縣琉球鄉","屏東縣(跳答a7n)","配偶去世(跳答a12)","小學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","沒有工作","跳答,不適用","5-6萬元以下"
2510144,"新北市淡水區","工商市區",11,1,.84622979,.85713313,"0603","卷二",2012,101,19sep2012,"08","30","女",50,"道教","台北市北投區","台北市(續答a7a)","已婚有偶(續答a11)","五專(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","2-3萬元以下","4-5萬元以下","11-12萬元以下"
2510145,"新北市淡水區","工商市區",11,1,.84622979,1.1454786,"0603","卷二",2012,101,22aug2012,"19","50","男",78,"沒有宗教信仰","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","高職(續答b2)","沒有投票權","馬英九(跳答f8)","都差不多","都是","維持現狀,以後走向獨立","4-5萬元以下","跳答,不適用","不知道"
2510301,"新北市淡水區","工商市區",11,2,.84622979,.9379083,"0603","卷二",2012,101,22jul2012,"10","31","女",50,"沒有宗教信仰","新北市石門區","新北市(跳答a7b)","已婚有偶(續答a11)","小學(續答b2)","馬英九","蔡英文(續答f7)","都差不多","都是","永遠維持現狀","沒有工作","10-11萬元以下","20-30萬元以下"
2510304,"新北市淡水區","工商市區",11,2,.84622979,.85713313,"0603","卷二",2012,101,25jul2012,"17","05","女",51,"道教","新北市石門區","新北市(跳答a7b)","已婚有偶(續答a11)","五專(續答b2)","沒有去投票","沒有去投票(跳答f8)","親民黨","都是","永遠維持現狀","3-4萬元以下","8-9萬元以下","12-13萬元以下"
2510305,"新北市淡水區","工商市區",11,2,.84622979,.89859601,"0603","卷二",2012,101,11aug2012,"18","57","男",81,"民間信仰","新北市泰山區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","沒有投票權(跳答f8)","民進黨","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","3-4萬元以下"
2510306,"新北市淡水區","工商市區",11,2,.84622979,.91306375,"0603","卷二",2012,101,11aug2012,"08","59","女",54,"沒有宗教信仰","台東縣台東市","台東縣(跳答a7q)","已婚有偶(續答a11)","碩士(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","維持現狀,以後走向獨立","8-9萬元以下","9-10萬元以下","19-20萬元以下"
2510307,"新北市淡水區","工商市區",11,2,.84622979,.8580508,"0603","卷二",2012,101,21aug2012,"16","58","女",36,"佛教","雲林縣虎尾鎮","雲林縣(跳答a7j)","離婚(跳答a12)","大學(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","18-19萬元以下"
2510308,"新北市淡水區","工商市區",11,2,.84622979,.93891245,"0603","卷二",2012,101,16aug2012,"13","44","女",28,"佛教","台北市松山區","台北市(續答a7a)","配偶去世(跳答a12)","小學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","沒有工作","跳答,不適用","6-7萬元以下"
2510309,"新北市淡水區","工商市區",11,2,.84622979,.99801005,"0603","卷二",2012,101,26aug2012,"14","05","女",78,"佛教","台北市北投區","台北市(續答a7a)","單身且從沒結過婚(跳答a15)","碩士(續答b2)","沒有投票權","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向統一","沒有工作","跳答,不適用","5-6萬元以下"
2510310,"新北市淡水區","工商市區",11,2,.84622979,.99801005,"0603","卷二",2012,101,01aug2012,"17","30","女",72,"沒有宗教信仰","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","大學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","台灣人","永遠維持現狀","3-4萬元以下","跳答,不適用","16-17萬元以下"
2510311,"新北市淡水區","工商市區",11,2,.84622979,.90430233,"0603","卷二",2012,101,02aug2012,"17","00","女",63,"民間信仰","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","技術學院,科大(續答b2)","沒有去投票","蔡英文(續答f7)","都差不多","都是","永遠維持現狀","5-6萬元以下","6-7萬元以下","12-13萬元以下"
2510314,"新北市淡水區","工商市區",11,2,.84622979,.82211141,"0603","卷二",2012,101,07sep2012,"13","41","男",56,"沒有宗教信仰","台北市萬華區","台北市(續答a7a)","已婚有偶(續答a11)","五專(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","不知道","沒有工作","沒有工作","5-6萬元以下"
2510316,"新北市淡水區","工商市區",11,2,.84622979,.85713313,"0603","卷二",2012,101,14aug2012,"14","41","女",42,"佛教","台北市北投區","台北市(續答a7a)","配偶去世(跳答a12)","大學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","永遠維持現狀","沒有工作","跳答,不適用","1-2萬元以下"
2510319,"新北市淡水區","工商市區",11,2,.84622979,.89859601,"0603","卷二",2012,101,23aug2012,"11","38","男",78,"基督教","新北市淡水區","新北市(跳答a7b)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","蔡英文(續答f7)","民進黨","都是","維持現狀,以後走向獨立","1-2萬元以下","跳答,不適用","10-11萬元以下"
2510323,"新北市淡水區","工商市區",11,2,.84622979,1.0926241,"0603","卷二",2012,101,07aug2012,"16","22","女",42,"道教","新北市淡水區","新北市(跳答a7b)","配偶去世(跳答a12)","高中普通科(續答b2)","謝長廷","馬英九(跳答f8)","都差不多","都是","維持現狀,以後走向獨立","沒有工作","跳答,不適用","5-6萬元以下"
2510325,"新北市淡水區","工商市區",11,2,.84622979,.85713313,"0603","卷二",2012,101,12aug2012,"12","23","女",45,"佛教","台中市霧峰區","台中市(跳答a7g)","離婚(跳答a12)","大學(續答b2)","沒有去投票","蔡英文(續答f7)","都差不多","都是","維持現狀,以後走向統一","3-4萬元以下","跳答,不適用","3-4萬元以下"
2510326,"新北市淡水區","工商市區",11,2,.84622979,.77175216,"0603","卷二",2012,101,10sep2012,"20","24","男",51,"佛教","花蓮縣花蓮市","花蓮縣(跳答a7p)","已婚有偶(續答a11)","大學(續答b2)","馬英九","馬英九(跳答f8)","都差不多","拒答","維持現狀,以後走向統一","5-6萬元以下","3-4萬元以下","9-10萬元以下"
2510328,"新北市淡水區","工商市區",11,2,.84622979,.98483857,"0603","卷二",2012,101,25jul2012,"18","26","男",37,"佛教","南投縣埔里鎮","南投縣(跳答a7i)","已婚有偶(續答a11)","高中普通科(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","維持現狀,以後走向統一","沒有工作","沒有工作","1-2萬元以下"
2510329,"新北市淡水區","工商市區",11,2,.84622979,1.0479804,"0603","卷二",2012,101,01aug2012,"10","35","男",59,"佛教","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","維持現狀,以後走向獨立","7-8萬元以下","4-5萬元以下","13-14萬元以下"
2510331,"新北市淡水區","工商市區",11,2,.84622979,.85713313,"0603","卷二",2012,101,05aug2012,"12","37","女",48,"民間信仰","桃園縣龍潭鄉","桃園縣(跳答a7d)","已婚有偶(續答a11)","空中大學(續答b2)","馬英九","馬英九(跳答f8)","國民黨","都是","維持現狀,以後走向統一","2-3萬元以下","12-13萬元以下","20-30萬元以下"
2510332,"新北市淡水區","工商市區",11,2,.84622979,.77175216,"0603","卷二",2012,101,31jul2012,"10","43","男",48,"沒有宗教信仰","台北市中山區","台北市(續答a7a)","已婚有偶(續答a11)","二專(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","沒有工作","8-9萬元以下","10-11萬元以下"
2510333,"新北市淡水區","工商市區",11,2,.84622979,.91306375,"0603","卷二",2012,101,10aug2012,"10","25","女",58,"民間信仰","高雄市三民區","高雄市(跳答a7m)","已婚有偶(續答a11)","碩士(續答b2)","謝長廷","蔡英文(續答f7)","綠黨","都是","永遠維持現狀","5-6萬元以下","5-6萬元以下","18-19萬元以下"
2510335,"新北市淡水區","工商市區",11,2,.84622979,1.1639212,"0603","卷二",2012,101,02aug2012,"14","36","女",52,"民間信仰","台北市士林區","台北市(續答a7a)","已婚有偶(續答a11)","高職(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","2-3萬元以下","1-2萬元以下","7-8萬元以下"
2510342,"新北市淡水區","工商市區",11,2,.84622979,.90430233,"0603","卷二",2012,101,06sep2012,"16","51","女",70,"道教","台北市中山區","台北市(續答a7a)","已婚有偶(續答a11)","碩士(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","都是","維持現狀,以後走向獨立","沒有工作","5-6萬元以下","5-6萬元以下"
2510344,"新北市淡水區","工商市區",11,2,.84622979,.81422273,"0603","卷二",2012,101,09aug2012,"19","16","男",68,"民間信仰","新北市淡水區","新北市(跳答a7b)","已婚有偶(續答a11)","二專(續答b2)","馬英九","沒有去投票(跳答f8)","國民黨","都是","維持現狀,以後走向獨立","2-3萬元以下","3-4萬元以下","6-7萬元以下"
2510345,"新北市淡水區","工商市區",11,2,.84622979,1.1527526,"0603","卷二",2012,101,03aug2012,"16","25","女",67,"民間信仰","新北市新莊區","新北市(跳答a7b)","已婚有偶(續答a11)","高職(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","沒有工作","8-9萬元以下","9-10萬元以下"
2600104,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.9338152,"0603","卷二",2012,101,31jul2012,"12","40","女",60,"道教","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","離婚(跳答a12)","空中大學(續答b2)","沒有去投票","馬英九(跳答f8)","都差不多","都是","不知道","3-4萬元以下","跳答,不適用","不知道"
2600106,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.92292603,"0603","卷二",2012,101,17aug2012,"11","02","男",48,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","3-4萬元以下","跳答,不適用","3-4萬元以下"
2600108,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.190374,"0603","卷二",2012,101,04aug2012,"19","45","女",59,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","維持現狀,以後走向統一","1-2萬元以下","4-5萬元以下","5-6萬元以下"
2600109,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.1186528,"0603","卷二",2012,101,02aug2012,"17","04","女",40,"道教","宜蘭縣礁溪鄉","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","高職(續答b2)","馬英九","馬英九(跳答f8)","都差不多","都是","永遠維持現狀","3-4萬元以下","沒有工作","不知道"
2600112,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.0120118,"0603","卷二",2012,101,31jul2012,"17","54","女",62,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","小學(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","永遠維持現狀","2-3萬元以下","5-6萬元以下","7-8萬元以下"
2600113,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.91901865,"0603","卷二",2012,101,30jul2012,"14","54","男",82,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","沒有投票權(跳答f8)","民進黨","台灣人","維持現狀,以後走向獨立","沒有工作","跳答,不適用","12-13萬元以下"
2600114,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.91901865,"0603","卷二",2012,101,04aug2012,"10","58","男",77,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","大學(續答b2)","沒有投票權","沒有去投票(跳答f8)","綠黨","台灣人","永遠維持現狀","1-2萬元以下","跳答,不適用","4-5萬元以下"
2600118,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.98314985,"0603","卷二",2012,101,31jul2012,"15","57","男",58,"道教","宜蘭縣礁溪鄉","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","國(初)中(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","4-5萬元以下","4-5萬元以下","8-9萬元以下"
2600120,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.98314985,"0603","卷二",2012,101,30jul2012,"13","36","男",60,"道教","宜蘭縣礁溪鄉","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","國(初)中(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","永遠維持現狀","4-5萬元以下","2-3萬元以下","7-8萬元以下"
2600121,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.92485465,"0603","卷二",2012,101,04aug2012,"20","46","女",71,"道教","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","技術學院,科大(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","維持現狀,以後走向獨立","2-3萬元以下","跳答,不適用","12-13萬元以下"
2600122,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.86459856,"0603","卷二",2012,101,28jul2012,"11","17","男",33,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","小學(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","台灣人","儘快宣布獨立","1-2萬元以下","沒有工作","7-8萬元以下"
2600125,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.98314985,"0603","卷二",2012,101,22aug2012,"17","27","男",59,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","國(初)中(續答b2)","馬英九","馬英九(跳答f8)","都差不多","台灣人","永遠維持現狀","4-5萬元以下","2-3萬元以下","6-7萬元以下"
2600126,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.0717981,"0603","卷二",2012,101,28jul2012,"14","54","男",58,"道教","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","高職(續答b2)","謝長廷","蔡英文(續答f7)","都差不多","都是","維持現狀,以後走向統一","沒有工作","1-2萬元以下","1-2萬元以下"
2600128,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.0206921,"0603","卷二",2012,101,30jul2012,"15","49","女",76,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","二專(續答b2)","沒有去投票","沒有去投票(跳答f8)","都差不多","台灣人","永遠維持現狀","沒有工作","跳答,不適用","5-6萬元以下"
2600133,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.95922439,"0603","卷二",2012,101,17aug2012,"12","37","女",45,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","小學(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","儘快宣布獨立","沒有工作","沒有工作","2-3萬元以下"
2600134,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,1.0746166,"0603","卷二",2012,101,04aug2012,"12","15","男",82,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","國(初)中(續答b2)","沒有投票權","沒有投票權(跳答f8)","民進黨","台灣人","儘快宣布獨立","沒有工作","跳答,不適用","不知道"
2600136,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.83272779,"0603","卷二",2012,101,04aug2012,"09","47","男",64,"道教","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","單身且從沒結過婚(跳答a15)","博士(續答b2)","謝長廷","蔡英文(續答f7)","民進黨","台灣人","維持現狀,以後走向獨立","7-8萬元以下","跳答,不適用","7-8萬元以下"
2600137,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.38467062,"0603","卷二",2012,101,27jul2012,"13","48","女",40,"沒有宗教信仰","宜蘭縣宜蘭市","宜蘭縣(跳答a7o)","已婚有偶(續答a11)","無/不識字(跳答b7)","馬英九","馬英九(跳答f8)","國民黨","台灣人","不知道","沒有工作","沒有工作","4-5萬元以下"
2600138,"宜蘭縣宜蘭市","工商市區",1,2,.86546228,.96025137,"0603","卷二",2012,101,24jul2012,"15","24","女",23,"民間信仰","宜蘭縣大同鄉","宜蘭縣(跳答a7o)","配偶去世(跳答a12)","小學(續答b2)","不知道/忘記了","不知道/忘記了(跳答f8)","都差不多","台灣人","不知道","沒有工作","跳答,不適用","不知道"
