id,zip,stratum2,psu,ssu,wsel,wr,wave,qtype,year,year_m,sdate,stime,gender,birth_year,birth_place,birth_place_code,religion,edu,marriage,taiwanese_or_chinese,taiwan_indep,pre_ele_97,pre_ele_101,legi_ele_101,political_party,month_income,mothe_house_income
2310745,"新北市新店區","工商市區",7,2,.8235347803,.9095864416,"0604","卷二",2013,102,19 Oct 13,"2059","男性",64,"台中市","台中市北屯區","","大學","已婚且與配偶同住","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","都沒有/都支持","19-20萬元以下","20-30萬元以下"
2310746,"新北市新店區","工商市區",7,2,.8235347803,.9092267021,"0604","卷二",2013,102,10 Oct 13,"1858","男性",80,"新北市","新北市新店區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","沒有去投票(跳答95)","跳答","國民黨","1-2萬元以下","8-9萬元以下"
2340501,"新北市永和區","都會核心",7,1,.8102095827,1.098347103,"0604","卷二",2013,102,16 Nov 13,"1345","女性",69,"新北市","新北市土城區","","高中職業科","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,謝長廷","有,蔡英文","民進黨","都沒有/都支持","4-5萬元以下","7-8萬元以下"
2340504,"新北市永和區","都會核心",7,1,.8102095827,1.064794763,"0604","卷二",2013,102,01 Nov 13,"2056","女性",61,"台北市","台北市松山區","","空中行專/商專","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","3-4萬元以下","7-8萬元以下"
2340505,"新北市永和區","都會核心",7,1,.8102095827,.4548104879,"0604","卷二",2013,102,24 Sep 13,"2033","女性",27,"苗栗縣","苗栗縣苑裡鎮","","無/不識字(跳答23)","配偶去世","台灣人","永遠維持現狀","有,馬英九","有,馬英九","不知道/忘記了","跳答","2-3萬元以下","不知道"
2340508,"新北市永和區","都會核心",7,1,.8102095827,.9079677058,"0604","卷二",2013,102,18 Nov 13,"1924","女性",50,"花蓮縣","花蓮縣吉安鄉","","二專","已婚且與配偶同住","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","國民黨","8-9萬元以下","9-10萬元以下"
2340509,"新北市永和區","都會核心",7,1,.8102095827,.8460654924,"0604","卷二",2013,102,30 Sep 13,"1329","男性",51,"桃園縣","桃園縣桃園市","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","無收入","13-14萬元以下"
2340517,"新北市永和區","都會核心",7,1,.8102095827,1.097260122,"0604","卷二",2013,102,09 Nov 13,"1747","男性",59,"新北市","新北市永和區","","高職","離婚(跳答30)","台灣人","永遠維持現狀","沒有去投票","忘記有沒有去投票","國民黨","都沒有/都支持","3-4萬元以下","3-4萬元以下"
2340519,"新北市永和區","都會核心",7,1,.8102095827,.9927907076,"0604","卷二",2013,102,25 Sep 13,"2157","女性",77,"台北市","台北市中正區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","有,馬英九","國民黨","親民黨","2-3萬元以下","9-10萬元以下"
2340520,"新北市永和區","都會核心",7,1,.8102095827,1.043720048,"0604","卷二",2013,102,02 Oct 13,"1509","男性",33,"台北市","台北市大同區","","國(初)中","已婚且與配偶同住","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","民進黨","2-3萬元以下","12-13萬元以下"
2340521,"新北市永和區","都會核心",7,1,.8102095827,1.17754094,"0604","卷二",2013,102,25 Sep 13,"2000","女性",61,"嘉義市","嘉義市","","高職","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","不知道/忘記了","國民黨","3-4萬元以下","不知道"
2340522,"新北市永和區","都會核心",7,1,.8102095827,1.17754094,"0604","卷二",2013,102,02 Oct 13,"1049","女性",54,"新北市","新北市永和區","","高中職業科","離婚(跳答30)","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","投廢票","都沒有/都支持","1萬元以下","1萬元以下"
2340527,"新北市永和區","都會核心",7,1,.8102095827,.3343017795,"0604","卷二",2013,102,25 Sep 13,"1734","女性",40,"其他","大陸","","無/不識字(跳答23)","配偶去世","中國人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","1-2萬元以下","不知道"
2340532,"新北市永和區","都會核心",7,1,.8102095827,.4548104879,"0604","卷二",2013,102,27 Sep 13,"1606","女性",21,"其他","大陸","","無/不識字(跳答23)","配偶去世","中國人","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","1萬元以下","不知道"
2340534,"新北市永和區","都會核心",7,1,.8102095827,1.098347103,"0604","卷二",2013,102,16 Nov 13,"2009","女性",64,"台北市","台北市","","高中普通科","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","有,馬英九","有,馬英九","國民黨","跳答","2-3萬元以下","2-3萬元以下"
2340536,"新北市永和區","都會核心",7,1,.8102095827,.9356514417,"0604","卷二",2013,102,11 Oct 13,"2000","男性",50,"彰化縣","彰化縣員林鎮","","高職","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","沒有去投票(跳答95)","跳答","跳答","3-4萬元以下","12-13萬元以下"
2340703,"新北市永和區","都會核心",7,2,.8102095827,.9356514417,"0604","卷二",2013,102,29 Sep 13,"1658","男性",46,"台北市","台北市中正區","","高職","已婚且與配偶同住","兩者都是","維持現狀,以後走向獨立","沒有去投票","沒有去投票(跳答95)","跳答","跳答","6-7萬元以下","6-7萬元以下"
2340706,"新北市永和區","都會核心",7,2,.8102095827,.9931835094,"0604","卷二",2013,102,06 Oct 13,"1943","女性",71,"台北市","台北市中正區","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,馬英九","沒有去投票(跳答95)","跳答","國民黨","5-6萬元以下","不知道"
2340711,"新北市永和區","都會核心",7,2,.8102095827,.9927907076,"0604","卷二",2013,102,18 Oct 13,"1928","女性",81,"台北市","台北市中正區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","1萬元以下","不知道"
2340712,"新北市永和區","都會核心",7,2,.8102095827,.9254715664,"0604","卷二",2013,102,19 Oct 13,"1514","男性",67,"新北市","新北市永和區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","有,馬英九","有,馬英九","國民黨","跳答","4-5萬元以下","不知道"
2340713,"新北市永和區","都會核心",7,2,.8102095827,.8460654924,"0604","卷二",2013,102,15 Oct 13,"1334","男性",48,"高雄市","高雄市美濃區","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,宋楚瑜","國民黨","跳答","11-12萬元以下","20-30萬元以下"
2340717,"新北市永和區","都會核心",7,2,.8102095827,1.004108193,"0604","卷二",2013,102,16 Oct 13,"1515","女性",50,"澎湖縣","澎湖縣望安鄉","","高職","已婚且與配偶同住","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","民進黨","2-3萬元以下","7-8萬元以下"
2340727,"新北市永和區","都會核心",7,2,.8102095827,1.030514141,"0604","卷二",2013,102,09 Nov 13,"1504","女性",46,"高雄市","高雄市大樹區","","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","拒答","拒答","無收入","不知道"
2340730,"新北市永和區","都會核心",7,2,.8102095827,1.097260122,"0604","卷二",2013,102,18 Oct 13,"2151","男性",59,"台北市","台北市萬華區","","高中職業科","已婚且與配偶同住","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","都沒有/都支持","5-6萬元以下","10-11萬元以下"
2340733,"新北市永和區","都會核心",7,2,.8102095827,.9931835094,"0604","卷二",2013,102,19 Oct 13,"1001","女性",64,"台北市","台北市中山區","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,蔡英文","國民黨","都沒有/都支持","5-6萬元以下","11-12萬元以下"
2340735,"新北市永和區","都會核心",7,2,.8102095827,.8460654924,"0604","卷二",2013,102,16 Oct 13,"1857","男性",47,"宜蘭縣","宜蘭縣礁溪鄉","","大學","已婚且與配偶同住","兩者都是","永遠維持現狀","有,謝長廷","沒有去投票(跳答95)","跳答","都沒有/都支持","6-7萬元以下","10-11萬元以下"
2340736,"新北市永和區","都會核心",7,2,.8102095827,.9931835094,"0604","卷二",2013,102,30 Oct 13,"2139","女性",63,"花蓮縣","花蓮縣鳳林鎮","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","沒有去投票","有,蔡英文","民進黨","民進黨","10-11萬元以下","20-30萬元以下"
2340737,"新北市永和區","都會核心",7,2,.8102095827,.9922006036,"0604","卷二",2013,102,06 Oct 13,"1525","男性",53,"南投縣","南投縣竹山鎮","","軍警校專科班","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","5-6萬元以下","不知道"
2350501,"新北市中和區","都會核心",6,1,.684176981,.7815093227,"0604","卷二",2013,102,26 Sep 13,"1908","男性",62,"花蓮縣","花蓮縣新城鄉","","二專","已婚且與配偶同住","台灣人","儘快與中國大陸統一","有,馬英九","沒有去投票(跳答95)","跳答","都沒有/都支持","8-9萬元以下","11-12萬元以下"
2350503,"新北市中和區","都會核心",6,1,.684176981,.926575214,"0604","卷二",2013,102,23 Sep 13,"1943","男性",52,"新北市","新北市","","高職","單身且從沒結過婚(跳答30)","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","1萬元以下","1-2萬元以下"
2350510,"新北市中和區","都會核心",6,1,.684176981,.8702119409,"0604","卷二",2013,102,01 Dec 13,"1023","女性",48,"台南市","台南市北門區","","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","民進黨","跳答","3-4萬元以下","12-13萬元以下"
2350511,"新北市中和區","都會核心",6,1,.684176981,.6847853744,"0604","卷二",2013,102,13 Nov 13,"1613","男性",46,"台北市","台北市松山區","","小學","離婚(跳答30)","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","親民黨","跳答","1萬元以下","不知道"
2350514,"新北市中和區","都會核心",6,1,.684176981,.8108837897,"0604","卷二",2013,102,20 Oct 13,"1625","男性",42,"新竹縣","新竹縣關西鎮","","國(初)中","配偶去世","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","跳答","無收入","5-6萬元以下"
2350522,"新北市中和區","都會核心",6,1,.684176981,.7815093227,"0604","卷二",2013,102,02 Oct 13,"1509","男性",65,"彰化縣","彰化縣埔鹽鄉","","二專","已婚且與配偶同住","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","3-4萬元以下","5-6萬元以下"
2350523,"新北市中和區","都會核心",6,1,.684176981,.7812002375,"0604","卷二",2013,102,09 Nov 13,"1932","男性",79,"新北市","新北市中和區","","技術學院、科大","單身且從沒結過婚(跳答30)","兩者都是","永遠維持現狀","當時未滿20歲","有,馬英九","國民黨","都沒有/都支持","2-3萬元以下","9-10萬元以下"
2350527,"新北市中和區","都會核心",6,1,.684176981,.7765538105,"0604","卷二",2013,102,12 Nov 13,"2007","男性",36,"雲林縣","雲林縣古坑鄉","","大學","已婚且與配偶同住","台灣人","永遠維持現狀","有,謝長廷","有,蔡英文","國民黨","都沒有/都支持","拒答","16-17萬元以下"
2350529,"新北市中和區","都會核心",6,1,.684176981,.8383565975,"0604","卷二",2013,102,22 Oct 13,"2041","女性",78,"新北市","新北市永和區","","二專","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","當時未滿20歲","有,蔡英文","投廢票","民進黨","2-3萬元以下","19-20萬元以下"
2350532,"新北市中和區","都會核心",6,1,.684176981,.8702119409,"0604","卷二",2013,102,20 Nov 13,"1809","女性",44,"新北市","新北市瑞芳區","","國(初)中","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","跳答","1萬元以下","不知道"
2350537,"新北市中和區","都會核心",6,1,.684176981,.9458483886,"0604","卷二",2013,102,11 Oct 13,"1715","女性",34,"新竹縣","新竹縣新埔鎮","","國(初)中","已婚且與配偶同住","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","跳答","無收入","5-6萬元以下"
2350544,"新北市中和區","都會核心",6,1,.684176981,.7812002375,"0604","卷二",2013,102,14 Oct 13,"1805","男性",75,"新北市","新北市板橋區","","二專","已婚且與配偶同住","台灣人","維持現狀,以後走向統一","有,馬英九","有,蔡英文","國民黨","都沒有/都支持","3-4萬元以下","20-30萬元以下"
2350701,"新北市中和區","都會核心",6,2,.684176981,.8386882969,"0604","卷二",2013,102,17 Nov 13,"1446","女性",71,"新北市","新北市永和區","","大學","單身且從沒結過婚(跳答30)","兩者都是","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","國民黨","3-4萬元以下","20-30萬元以下"
2350703,"新北市中和區","都會核心",6,2,.684176981,.8386882969,"0604","卷二",2013,102,10 Nov 13,"1823","女性",71,"台北市","台北市萬華區","","大學","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","忘記有沒有去投票","沒有去投票(跳答95)","跳答","民進黨","2-3萬元以下","不知道"
2350705,"新北市中和區","都會核心",6,2,.684176981,.8642597188,"0604","卷二",2013,102,21 Nov 13,"1820","男性",62,"台北市","台北市中山區","","高中職業科","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","跳答","6-7萬元以下","11-12萬元以下"
2350706,"新北市中和區","都會核心",6,2,.684176981,.7812002375,"0604","卷二",2013,102,28 Sep 13,"1313","男性",78,"台北市","台北市","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","有,蔡英文","國民黨","跳答","無收入","10-11萬元以下"
2350707,"新北市中和區","都會核心",6,2,.684176981,.8642597188,"0604","卷二",2013,102,01 Nov 13,"1612","男性",66,"台北市","台北市萬華區","","高中普通科","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","有,馬英九","有,馬英九","民進黨","都沒有/都支持","9-10萬元以下","10-11萬元以下"
2350717,"新北市中和區","都會核心",6,2,.684176981,.7815093227,"0604","卷二",2013,102,07 Nov 13,"2031","男性",70,"新北市","新北市永和區","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","民進黨","4-5萬元以下","7-8萬元以下"
2350719,"新北市中和區","都會核心",6,2,.684176981,1.012611251,"0604","卷二",2013,102,01 Oct 13,"1705","男性",30,"新北市","新北市中和區","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,蔡英文","國民黨","國民黨","1萬元以下","1萬元以下"
2350720,"新北市中和區","都會核心",6,2,.684176981,.7812002375,"0604","卷二",2013,102,10 Nov 13,"1617","男性",82,"新北市","新北市中和區","","大學","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","1萬元以下","不知道"
2350721,"新北市中和區","都會核心",6,2,.684176981,.7901056619,"0604","卷二",2013,102,24 Oct 13,"1406","男性",46,"新北市","新北市中和區","","高中普通科","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","投廢票","國民黨","6-7萬元以下","6-7萬元以下"
2350722,"新北市中和區","都會核心",6,2,.684176981,1.012611251,"0604","卷二",2013,102,17 Nov 13,"1303","男性",24,"台北市","台北市萬華區","","小學","配偶去世","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","跳答","1萬元以下","不知道"
2350723,"新北市中和區","都會核心",6,2,.684176981,.7812002375,"0604","卷二",2013,102,22 Oct 13,"1325","男性",78,"新北市","新北市中和區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","沒有去投票(跳答95)","跳答","都沒有/都支持","1-2萬元以下","7-8萬元以下"
2350725,"新北市中和區","都會核心",6,2,.684176981,.7667282849,"0604","卷二",2013,102,08 Oct 13,"1407","女性",47,"基隆市","基隆市","","二專","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","不知道/忘記了","泛藍","6-7萬元以下","18-19萬元以下"
2350726,"新北市中和區","都會核心",6,2,.684176981,.8383565975,"0604","卷二",2013,102,08 Nov 13,"1401","女性",83,"新北市","新北市中和區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","國民黨","1萬元以下","4-5萬元以下"
2350729,"新北市中和區","都會核心",6,2,.684176981,.7815093227,"0604","卷二",2013,102,08 Dec 13,"1906","男性",66,"彰化縣","彰化縣和美鎮","","大學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","跳答","4-5萬元以下","9-10萬元以下"
2350730,"新北市中和區","都會核心",6,2,.684176981,.8479135855,"0604","卷二",2013,102,25 Nov 13,"2033","女性",45,"新竹縣","新竹縣新豐鄉","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","拒答","都沒有/都支持","無收入","5-6萬元以下"
2350731,"新北市中和區","都會核心",6,2,.684176981,.7815093227,"0604","卷二",2013,102,20 Nov 13,"1356","男性",65,"嘉義縣","嘉義縣朴子市","","技術學院、科大","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","不知道/忘記了","泛綠","4-5萬元以下","9-10萬元以下"
2350732,"新北市中和區","都會核心",6,2,.684176981,.8386882969,"0604","卷二",2013,102,17 Nov 13,"2037","女性",65,"彰化縣","彰化縣鹿港鎮","","大學","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","有,馬英九","沒有去投票(跳答95)","跳答","都沒有/都支持","4-5萬元以下","4-5萬元以下"
2350738,"新北市中和區","都會核心",6,2,.684176981,.8108837897,"0604","卷二",2013,102,09 Nov 13,"1754","男性",51,"嘉義縣","嘉義縣東石鄉","","國(初)中","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","沒有去投票","沒有去投票(跳答95)","跳答","泛綠","3-4萬元以下","5-6萬元以下"
2350741,"新北市中和區","都會核心",6,2,.684176981,.8869879434,"0604","卷二",2013,102,17 Nov 13,"1153","男性",68,"新北市","新北市永和區","","國(初)中","單身且從沒結過婚(跳答30)","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","2-3萬元以下","6-7萬元以下"
2350742,"新北市中和區","都會核心",6,2,.684176981,.7812002375,"0604","卷二",2013,102,09 Nov 13,"1616","男性",79,"新北市","新北市中和區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","有,蔡英文","親民黨","都沒有/都支持","1萬元以下","5-6萬元以下"
2350744,"新北市中和區","都會核心",6,2,.684176981,.8383565975,"0604","卷二",2013,102,08 Oct 13,"1635","女性",79,"台中市","台中市潭子區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向統一","當時未滿20歲","沒有去投票(跳答95)","跳答","都沒有/都支持","1-2萬元以下","13-14萬元以下"
2360501,"新北市土城區","工商市區",9,1,.8235347803,.7970109554,"0604","卷二",2013,102,26 Sep 13,"2007","男性",42,"台中市","台中市清水區","","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,謝長廷","有,蔡英文","民進黨","泛綠","2-3萬元以下","3-4萬元以下"
2360502,"新北市土城區","工商市區",9,1,.8235347803,.8553241034,"0604","卷二",2013,102,24 Oct 13,"2010","女性",45,"新北市","新北市瑞芳區","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","民進黨","跳答","無收入","不知道"
2360505,"新北市土城區","工商市區",9,1,.8235347803,.9296665409,"0604","卷二",2013,102,27 Sep 13,"1910","女性",38,"苗栗縣","苗栗縣大湖鄉","","小學","已婚且與配偶同住","台灣人","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","1萬元以下","3-4萬元以下"
2360507,"新北市土城區","工商市區",9,1,.8235347803,.9757500929,"0604","卷二",2013,102,10 Oct 13,"2005","女性",76,"台南市","台南市","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","有,馬英九","有,馬英九","跳答","跳答","5-6萬元以下","12-13萬元以下"
2360508,"新北市土城區","工商市區",9,1,.8235347803,1.079067743,"0604","卷二",2013,102,29 Oct 13,"1157","女性",79,"台北市","台北市","","高職","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","沒有去投票(跳答95)","跳答","都沒有/都支持","1-2萬元以下","不知道"
2360509,"新北市土城區","工商市區",9,1,.8235347803,.9757500929,"0604","卷二",2013,102,02 Oct 13,"2027","女性",82,"新北市","新北市土城區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","儘快宣布獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","跳答","2-3萬元以下","不知道"
2360510,"新北市土城區","工商市區",9,1,.8235347803,.8553241034,"0604","卷二",2013,102,25 Sep 13,"1505","女性",43,"台中市","台中市大甲區","","小學","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","國民黨","1-2萬元以下","10-11萬元以下"
2360511,"新北市土城區","工商市區",9,1,.8235347803,.9757500929,"0604","卷二",2013,102,05 Oct 13,"1712","女性",75,"新北市","新北市土城區","","碩士","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","有,投廢票","沒有去投票(跳答95)","跳答","泛綠","4-5萬元以下","12-13萬元以下"
2360512,"新北市土城區","工商市區",9,1,.8235347803,.9092267021,"0604","卷二",2013,102,03 Nov 13,"1219","男性",80,"新北市","新北市土城區","","技術學院、科大","單身且從沒結過婚(跳答30)","兩者都是","永遠維持現狀","當時未滿20歲","沒有去投票(跳答95)","跳答","都沒有/都支持","1-2萬元以下","不知道"
2360514,"新北市土城區","工商市區",9,1,.8235347803,1.078426357,"0604","卷二",2013,102,03 Nov 13,"1102","男性",60,"台北市","台北市","","高中普通科","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","跳答","3-4萬元以下","9-10萬元以下"
2360517,"新北市土城區","工商市區",9,1,.8235347803,.8315433218,"0604","卷二",2013,102,05 Oct 13,"1926","男性",51,"新北市","新北市土城區","","軍警校專科班","已婚且與配偶同住","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","泛藍","3-4萬元以下","7-8萬元以下"
2360519,"新北市土城區","工商市區",9,1,.8235347803,1.012826027,"0604","卷二",2013,102,06 Oct 13,"2007","女性",45,"台北市","台北市松山區","","國(初)中","配偶去世","兩者都是","維持現狀,以後走向獨立","有,馬英九","有,馬英九","國民黨","都沒有/都支持","1-2萬元以下","1-2萬元以下"
2360520,"新北市土城區","工商市區",9,1,.8235347803,1.012826027,"0604","卷二",2013,102,16 Nov 13,"1807","女性",50,"花蓮縣","花蓮縣玉里鎮","","國(初)中","已婚且與配偶同住","台灣人","永遠維持現狀","拒答有沒有去投票","拒答有沒有去投票","不知道/忘記了","都沒有/都支持","無收入","不知道"
2360522,"新北市土城區","工商市區",9,1,.8235347803,1.005500499,"0604","卷二",2013,102,27 Oct 13,"1045","男性",74,"雲林縣","雲林縣","","高職","已婚且與配偶同住","台灣人","永遠維持現狀","沒有去投票","沒有去投票(跳答95)","跳答","跳答","6-7萬元以下","7-8萬元以下"
2360524,"新北市土城區","工商市區",9,1,.8235347803,1.187764546,"0604","卷二",2013,102,12 Oct 13,"2120","女性",52,"屏東縣","屏東縣竹田鄉","","國(初)中","已婚且與配偶同住","台灣人","儘快宣布獨立","有,謝長廷","有,蔡英文","民進黨","跳答","1-2萬元以下","4-5萬元以下"
2360527,"新北市土城區","工商市區",9,1,.8235347803,.8315433218,"0604","卷二",2013,102,18 Oct 13,"1231","男性",50,"南投縣","南投縣埔里鎮","","五專","已婚且與配偶同住","兩者都是","維持現狀,以後走向統一","有,馬英九","有,馬英九","國民黨","跳答","8-9萬元以下","12-13萬元以下"
2360529,"新北市土城區","工商市區",9,1,.8235347803,1.005500499,"0604","卷二",2013,102,10 Nov 13,"1413","男性",78,"新北市","新北市土城區","","高中普通科","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","沒有去投票(跳答95)","跳答","跳答","1-2萬元以下","8-9萬元以下"
2360531,"新北市土城區","工商市區",9,1,.8235347803,1.106786716,"0604","卷二",2013,102,04 Oct 13,"2011","男性",54,"新北市","新北市永和區","","國(初)中","同居","台灣人","維持現狀,以後走向獨立","忘記有沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","2-3萬元以下","不知道"
2360540,"新北市土城區","工商市區",9,1,.8235347803,.8923830235,"0604","卷二",2013,102,06 Oct 13,"1306","女性",46,"苗栗縣","苗栗縣三義鄉","","空中行專/商專","單身且從沒結過婚(跳答30)","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","2-3萬元以下","2-3萬元以下"
2360542,"新北市土城區","工商市區",9,1,.8235347803,1.078426357,"0604","卷二",2013,102,14 Oct 13,"2012","男性",54,"新北市","新北市板橋區","","高職","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","泛藍","4-5萬元以下","7-8萬元以下"
2360702,"新北市土城區","工商市區",9,2,.8235347803,.9092267021,"0604","卷二",2013,102,27 Oct 13,"1429","男性",73,"新北市","新北市土城區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向統一","有,馬英九","有,馬英九","無黨團結聯盟","都沒有/都支持","4-5萬元以下","10-11萬元以下"
2360704,"新北市土城區","工商市區",9,2,.8235347803,.9757500929,"0604","卷二",2013,102,28 Sep 13,"1424","女性",82,"新北市","新北市板橋區","","技術學院、科大","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","當時未滿20歲(跳答95)","跳答","都沒有/都支持","1萬元以下","不知道"
2360705,"新北市土城區","工商市區",9,2,.8235347803,.9757500929,"0604","卷二",2013,102,28 Sep 13,"1253","女性",77,"新北市","新北市土城區","","大學","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","當時未滿20歲","有,馬英九","民進黨","都沒有/都支持","4-5萬元以下","15-16萬元以下"
2360706,"新北市土城區","工商市區",9,2,.8235347803,1.046518245,"0604","卷二",2013,102,16 Oct 13,"2006","女性",61,"彰化縣","彰化縣芳苑鄉","","二專","單身且從沒結過婚(跳答30)","台灣人","維持現狀,以後走向獨立","沒有去投票","沒有去投票(跳答95)","跳答","都沒有/都支持","無收入","9-10萬元以下"
2360709,"新北市土城區","工商市區",9,2,.8235347803,1.264791631,"0604","卷二",2013,102,30 Sep 13,"1639","女性",29,"新北市","新北市土城區","","小學","已婚且與配偶同住","台灣人","維持現狀,以後走向獨立","有,但不願意回答或忘記投給誰","有,但不願意回答或忘記投給誰","民進黨","都沒有/都支持","1萬元以下","3-4萬元以下"
2360710,"新北市土城區","工商市區",9,2,.8235347803,.9995199776,"0604","卷二",2013,102,09 Oct 13,"1538","男性",35,"高雄市","高雄市美濃區","","高職","已婚且與配偶同住","兩者都是","永遠維持現狀","有,馬英九","有,馬英九","國民黨","都沒有/都支持","1萬元以下","5-6萬元以下"
2360712,"新北市土城區","工商市區",9,2,.8235347803,.9346732116,"0604","卷二",2013,102,22 Oct 13,"2030","男性",55,"新北市","新北市金山區","","小學","已婚且與配偶同住","台灣人","儘快宣布獨立","有,馬英九","有,蔡英文","民進黨","跳答","3-4萬元以下","8-9萬元以下"
